id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
5403,Reefer yard remains full at Port of Chittagong Industry sources report on October 7 that the reefer yard remains full at Port of Chittagong. Terminals are under severe berth congestion with low productivity. The waiting time is likely to be around 1 to 2 days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.17356, ""natural_disaster"": 0.008889, ""port_operational_disruption"": 0.867147, ""port_closure"": 0.300745, ""labor_strike_disruption"": 0.029996, ""maritime_security_navigation_disruption"": 0.094401}"
4015,Port operations normal at Port Klang Media sources reported that the port operations are generally normal at Port Klang. WP terminal is tight in reefer plugs availability with some restrictions.,"[""port_operational_disruption""]","[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.151335, ""natural_disaster"": 0.005528, ""port_operational_disruption"": 0.862151, ""port_closure"": 0.381644, ""labor_strike_disruption"": 0.022786, ""maritime_security_navigation_disruption"": 0.677224}"
4944,"30 miles W of San Antonio de los Cobres - A magnitude 4.0 earthquake has been reported in the area. Event closed. - UPDATE 1 The European-Mediterranean Seismological Centre is reporting a magnitude 4.0 earthquake located 30 miles west of San Antonio de los Cobres, Argentina. There have been no initial reports of associated injuries or damage. Event closed.
EMSC (European Mediterranean Seismological Centre) is a scientific international organization, which aggregates and provides information generated by national seismological agencies worldwide. EMSC presents earthquake data across several magnitude scales including local magnitude (ML), surface-wave magnitude (Ms), body-wave magnitude (Mb), and moment magnitude (Mw). All magnitude scales should yield approximately the same value for any given earthquake.","[""natural_disaster""]","[""natural_disaster""]",False,"[""natural_disaster""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.124091, ""natural_disaster"": 0.992962, ""port_operational_disruption"": 0.019422, ""port_closure"": 0.004908, ""labor_strike_disruption"": 0.061473, ""maritime_security_navigation_disruption"": 0.154849}"
4060,Qinzhou port bans logistics companies until February 9 Media sources indicate on February 6 that the Qinzhou port has banned local logistics companies from operating until February 9 in an effort to contain the coronavirus outbreak. Truck delivery is also affected by strict road restrictions there. The temporary closure has inhibited alloy smelters outside the port area from transporting ore to their plants.,"[""port_closure""]","[""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.185166, ""natural_disaster"": 0.00403, ""port_operational_disruption"": 0.591719, ""port_closure"": 0.421844, ""labor_strike_disruption"": 0.112586, ""maritime_security_navigation_disruption"": 0.586799}"
432,"Operations suspended at Dammam Port Industry sources reported that the Dammam Port Marine operations were temporarily suspended at 13:12 hours local time today, October 22, due to strong wind and rain. For safety reasons, the Port Authority/marine department halted ships’ movement for docking/undocking during high wind speed.","[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.853915, ""natural_disaster"": 0.00855, ""port_operational_disruption"": 0.629152, ""port_closure"": 0.804778, ""labor_strike_disruption"": 0.061915, ""maritime_security_navigation_disruption"": 0.456612}"
3173,"Anti-drug agents in Rotterdam port, Netherlands, seized over a ton of cocaine Anti-drug agents in Rotterdam port, Netherlands, seized over a ton of cocaine in a container loaded with bananas that had departed from Guayaquil.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.009475, ""natural_disaster"": 0.023787, ""port_operational_disruption"": 0.334569, ""port_closure"": 0.019334, ""labor_strike_disruption"": 0.172215, ""maritime_security_navigation_disruption"": 0.809238}"
3231,Average waiting times of 12 hours reported at Port of Yangshan Shipping sources on May 7 indicate that average waiting times of 12 hours are currently occurring at the Shanghai Guandong Container Terminal in the Port of Yangshan.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.07669, ""natural_disaster"": 0.0136, ""port_operational_disruption"": 0.9659, ""port_closure"": 0.118304, ""labor_strike_disruption"": 0.016077, ""maritime_security_navigation_disruption"": 0.033419}"
5695,"UPDATE 4 - United Kingdom—RMT members on Caledonian Sleeper trains staged strikes on Sun and Mon. Event closed. Updated sources report that Rail, Maritime and Transport Union (RMT) members who work on Caledonian Sleeper trains were on strike again on Sunday, October 11, and Monday, October 12. All Caledonian Sleeper Highland services, which runs from London Euston to Fort William, were canceled on October 11 and October 12. Caledonian Sleeper Lowland services, which runs from London Euston to Edinburgh, will run with a reduced schedule on October 11 and October 12.

All Caledonian Sleeper services were canceled on Sunday, October 4, and Monday, October 5, due to a two-day strike by Rail, Maritime and Transport Union (RMT) members. The strike was called due to concerns with the safety and well-being of transportation workers. Commuters are encouraged to contact the rail service regarding travel specific information. This event is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.038149, ""natural_disaster"": 0.046932, ""port_operational_disruption"": 0.063066, ""port_closure"": 0.016838, ""labor_strike_disruption"": 0.98233, ""maritime_security_navigation_disruption"": 0.091188}"
4636,"UPDATE 2 - Alexandria Port Authority announces closure of Alexandria Port inlet Updated Arabic-language media sources indicate on January 8 that Alexandria Port Authority has announced the closure of Alexandria Port inlet, starting at 15:30 on January 6 due to severe weather. Inlet closure is reportedly continuing on January 8, it is unclear when operations would resume. According to sources, loading and unloading operations and movement of goods and trucks are running as usual.","[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.94215, ""natural_disaster"": 0.010106, ""port_operational_disruption"": 0.395559, ""port_closure"": 0.91341, ""labor_strike_disruption"": 0.019562, ""maritime_security_navigation_disruption"": 0.315114}"
1722,"Japan: Hokuriku Shinkansen services remain suspended due to impact of Typhoon Hagibis Japanese reports have confirmed that Hokuriku Shinkansen services in Tokyo remain suspended due to the impact of Typhoon Hagibis over the weekend. The full resumption of the service is estimated in one to two weeks. The typhoon had flooded the bullet train depot in Nagano City and damaged a large number of cars and the electrical equipment is reported to have been damaged.  The operator has confirmed they will only be able to operate at 50 to 60 percent capacity, even after service is resumed for the entire line between Tokyo and Kanazawa.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.746095, ""natural_disaster"": 0.046551, ""port_operational_disruption"": 0.168167, ""port_closure"": 0.343092, ""labor_strike_disruption"": 0.038652, ""maritime_security_navigation_disruption"": 0.312386}"
623,"Strong winds likely to suspend operations at the Port of Kobe Local sources on August 21 report that there is a high potential for intermittent closures of the Port of Kobe, Japan, due to strong winds in the afternoon of August 22. The closure may last 48 hours and is likely to cause moderate congestion due to container backlogs. Customers with an interest in shipping in the port should activate short-term contingency measures.","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",False,"[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.986377, ""natural_disaster"": 0.006365, ""port_operational_disruption"": 0.618957, ""port_closure"": 0.886548, ""labor_strike_disruption"": 0.005551, ""maritime_security_navigation_disruption"": 0.132698}"
