dataset_split,row_index,id,inspected_risk,error_type,selection,Headline,Details,Category,Summarized_label,maritime_label,true_risks,stage_a_predictions,risk_score,matched_strong_evidence,matched_supporting_evidence,applied_context_bonuses,prediction_explanation
development,2816,3134,maritime_security_navigation_disruption,false_negative,complete,4 container ships seized in Hong Kong after positive COVID-19 test of crew,"On July 24, media sources reported that four container ships were seized by authorities at Hong Kong Anchorage after crew members tested positive for COVID-19. The seized container ships are the following: 
Container ship ROSA, IMO 9484534, dwt 54339, capacity 4380 TEU – confirmed;
Container ship MSC KERRY, IMO 9062960, dwt 45530, capacity 3501 TEU – confirmed;
Container ship VANTAGE, IMO 9628192, dwt 110875, capacity 8800 TEU – confirmed;
Container ship CMA CGM ROSSINI, IMO 9280639, dwt 73235, capacity 5770 TEU – confirmed.","Maritime Advisory, Cargo Disruption",Administrative Issue,True,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""ships""]}",rejected: no rule evidence
development,1278,3244,port_closure,false_positive,complete,Average waiting times stand at 1 day for Dalian Port,"Sources indicate on March 2 that average waiting times at Dalian Port currently stand at 1 day due to port closure. According to sources, the waiting times are expected to last for the coming 3 days. Customers shipping through Dalian Port should expect possible delays to operations and plan accordingly.",Port Congestion,Administrative Issue,False,"[""port_operational_disruption""]","[""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port closure"", ""weight"": 3, ""span"": [155, 167]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
development,387,4543,labor_strike_disruption,false_negative,complete,UPDATE 1 - Several demonstrations underway in major cities; severe disruption reported in Le Havre,Media sources reported that several major demonstrations have been underway on February 6 in cities across France. The demonstrations are being held to denounce the pension reform and are causing disruption in city centers. Protesters also disrupted the industrial port area of Le Havre on early Thursday morning for several hours. No further rallies are planned for the time being.,General Strike,Worker Strike,False,"[""labor_strike_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
development,651,5077,port_operational_disruption,false_negative,complete,"Customs seize container with 1,3 tons of cocaine in Port of Antwerp","Belgian media sources report that customs and police authorities seized a container loaded with 1,3 tons of cocaine aboard in the Port of Antwerp. A truck driver that collected the container was arrested.",Cargo Disruption,Terrorism,True,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",rejected: no rule evidence
development,203,1418,weather_disruption,false_positive,complete,Container ships delayed at Port of Charleston due to Hurricane Dorian,"Local media sources indicate on September 4 that several container ships in the Port of Charleston, South Carolina are experiencing delays up to 67 hours due to the potential impact of Hurricane Dorian and port closure. According to port authorities, the port will remain closed until September 5 and reopen on September 6.  Those shipping at Charleston should anticipate delays and plan accordingly.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [53, 62]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
development,203,1418,port_operational_disruption,false_negative,complete,Container ships delayed at Port of Charleston due to Hurricane Dorian,"Local media sources indicate on September 4 that several container ships in the Port of Charleston, South Carolina are experiencing delays up to 67 hours due to the potential impact of Hurricane Dorian and port closure. According to port authorities, the port will remain closed until September 5 and reopen on September 6.  Those shipping at Charleston should anticipate delays and plan accordingly.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [201, 207]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",rejected: score 2 < 4
development,203,1418,port_closure,false_positive,complete,Container ships delayed at Port of Charleston due to Hurricane Dorian,"Local media sources indicate on September 4 that several container ships in the Port of Charleston, South Carolina are experiencing delays up to 67 hours due to the potential impact of Hurricane Dorian and port closure. According to port authorities, the port will remain closed until September 5 and reopen on September 6.  Those shipping at Charleston should anticipate delays and plan accordingly.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",5,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port closure"", ""weight"": 3, ""span"": [275, 287]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""closed"", ""weight"": 1, ""span"": [339, 345]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",predicted: score 5 >= 4 with required context satisfied
development,51,5491,maritime_security_navigation_disruption,false_negative,complete,THE Alliance blanks week 48 MD1 service,"Sources indicated on October 16 that THE Alliance (consisting of Hyundai Merchant Marine, Hapag-Lloyd, Ocean Network Express, and Yang Ming) has blanked its week 48 MD1 service. The following ports of call are understood to be affected: 

Qingdao – Pusan – Shanghai – Ningbo – SPRC – Singapore – Jeddah – (Suez Canal) – Damietta – Barcelona – Valencia – Tangier – Genoa – Damietta – (Suez Canal) – Jeddah – Singapore – SPRC – Qingdao",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""marine""]}",rejected: no rule evidence
development,2164,2301,port_operational_disruption,false_positive,complete,Stevedore strike at Port of Santos to remain unresolved during Carnaval,"Sindestiva (Sindicato dos Estivadores de Santos, Sao Vicente, Guaruja e Cubatao), the largest stevedore union representing dockworkers on the Sao Paulo coast, declared the commencement of a strike at the Port of Santos on March 1 at 7:00 (local time). The strike action is the latest to involve stevedores airing grievances against the port management at Brazil’s largest seaport, and the first of 2019. 
The warning for this strike was issued on February 19, after a Superior Labor Court decision on February 11 permitted the Port of Santos to employ contractors to quantities of up to 100% of its workforce, revoking an earlier agreement from 2015 that permitted only a maximum of 50% contractor employment at the port. The strike also provides the union the opportunity to air grievances over pay and benefits. After a union meeting on February 26, the strike was confirmed on February 28, and is in progress as of this writing. 
What complicates matters is that the strike coincides with the Carnaval holiday in Brazil. Brazilian supply chains and transportation thoroughfares, like many locales which commemorate the holiday, slow down and gradually resume production after Ash Wednesday. Manufacturers traditionally give employees time off for the Carnaval period, with typical holiday duration lasting for about 1 week, starting on the preceding Friday. In extreme cases, the holiday may even extend to 21 days. Sources state that the port management and Sindestiva representatives willing to meet and negotiate during the holiday is unlikely at best.
While past incidents impacting the Port of Santos have been relatively harmless, this open-ended strike over a longer period without any negotiation in sight poses greater uncertainty. Such uncertainty without a resolution is likely to cause cargo delays and subsequent backlogs. As such, those relying on the Port of Santos as a maritime hub are advised to monitor developments. While strikes of this nature typically make provisions for the unimpeded circulation of perishable and element-sensitive goods, no such provisions have been explicitly mentioned at present.",Port Strike,Worker Strike,False,"[""labor_strike_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",4,"[{""rule_id"": ""vessel_delay"", ""label"": ""vessel/berthing/cargo delay"", ""match"": ""cargo delays"", ""weight"": 3, ""span"": [1839, 1851]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
development,1000,1571,maritime_security_navigation_disruption,false_negative,complete,German cargo ship detained at Port Kembla following crew complaint,"Media sources reported that a Liberian registered cargo ship owned by German shipping company Johann MK Blumenthal was detained at Port Kembla, Australia after receiving complaint from the crew about insufficient food for its next voyage to Singapore and bullying. Sources indicated that the crew has not been given shore leave since February 23. According to the Australian Maritime Safety Authority, the carrier has not been complying with the minimum safety standards and will be held until all deficiencies have been rectified. Authorities believed the company is under financial distress and trying to save cost at all areas.",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""ship""]}",rejected: no rule evidence
